"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L22EYVDC","journalArticle","2024","Aksoy, M.; Yilmaz, M.K.; Canci, M.; Ay, A.","Board diversity and export intensity: the moderating role of firm size","EuroMed Journal of Business","","","10.1108/EMJB-10-2022-0184","https://www.scopus.com/pages/publications/85150843146?origin=resultslist","Purpose: Building on resource dependence theory and contingency theory (CT) and focusing on an emerging market setting, this study investigates how demographic board diversity (BD) influences the export intensity (EI) of firms listed on Borsa Istanbul (BIST), with the moderating effect of firm size, as a contingency factor, on this interaction. Design/methodology/approach: Using a sample of 65 exporting firms listed on the BIST Industrials Index, this study explores how demographic attributes of board members, represented by the board diversity index (BDI), affects EI by employing panel data analysis over the period of 2016–2020. Findings: The results suggest that there is a negative relationship between BD and EI, but firm size has a positive moderating effect on the association of BD and EI, indicating that large firms with diverse boards are more prone to access foreign markets and make export. The findings further indicate that board size and CEO duality have a negative and significant effect on EI, while marketing intensity has a positive and significant impact. Research limitations/implications: The sample covers only public companies listed on the BIST Industrials Index, and the impact of board characteristics on the EI is analyzed for a limited time frame, i.e. from 2016 to 2020. Practical implications: The findings help business executives better understand the contribution of the firm size on the interaction of BD and EI and offers valuable insights to companies to gain a competitive edge in international markets. Originality/value: The study provides evidence on the effects of board attributes on the EI from the perspective of emerging countries. It also helps to gain a deeper understanding of how board dynamics contribute to the internationalization of companies. © 2023, Emerald Publishing Limited.","2024","2026-07-20 03:46:06","2026-07-20 03:46:06","","973-994","","4","19.0","","EuroMed Journal of Business","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LXRKCKCL","journalArticle","2024","Zaid, M.A.A.; Issa, A.; Wael Al-Khatib, A.","The power of financial literacy: paving a clear path for the influence of board diversity on intellectual capital disclosure","Journal of Intellectual Capital","","","10.1108/JIC-05-2024-0147","https://www.scopus.com/pages/publications/85205922631?origin=resultslist","Purpose: Utilizing a multi-theoretical framework, this study aims to investigate the impact of board gender and nationality diversity on the extent of intellectual capital disclosure. Additionally, it seeks to explore the moderating role of financial literacy among audit committee members on the aforementioned relationship. Design/methodology/approach: To empirically test the study’s framework, a panel dataset of listed firms on the Palestine Stock Exchange (PEX) spanning 12 years (2010–2022) was utilized. To address potential endogeneity issues and ensure robust findings, a battery of econometric estimators was employed, including ordinary least squares (OLS), one-step system generalized method of moments (GMM), lagged independent variables and a sub-index model. Findings: The study findings make a significant contribution to existing intellectual capital literature. Specifically, the results reveal that the positive influence of board gender and nationality diversity on the extent of corporate intellectual capital disclosure is stronger when there is a high proportion of audit committee financial literacy. Additionally, the study distinguishes between overall index and sub-index analyses. Interestingly, the findings from the sub-index analysis, focusing on structural capital, relational capital and human capital, are somewhat similar to the results of the full index analysis. Originality/value: To the best of the authors’ knowledge, this study represents the first empirical attempt to uncover the impact of financial literacy among audit committee members on the relationship between board diversity and intellectual capital disclosure. © 2024, Emerald Publishing Limited.","2024","2026-07-20 03:46:06","2026-07-20 03:46:06","","1184-1209","","5-6","25.0","","Journal of Intellectual Capital","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQZ7ULSU","journalArticle","2023","Lakhal, F.; Khemiri, S.; Bacha, S.; Guizani, A.","CEO overconfidence and tax practices: Does board gender diversity matter?","Management international","","","10.59876/a-dkkn-e30s","https://www.scopus.com/pages/publications/105016362484?origin=resultslist","This study examines the effect of chief executive officer (CEO) overconfidence on tax avoidance practices. Based on a sample of French-listed firms, the results show that overconfident CEOs engage in high levels of tax avoidance suggesting that the overconfidence bias may lead CEOs’ to behave unethically and use deceitful tactics to avoid taxes. However, board gender diversity mitigates this behavior suggesting that female directors are good monitors on the board. Our findings give insights to policymakers who may consider gender diversity on top management positions in addition to the board of directors to prevent a loss in tax revenues. © 2023, Ecole des Hautes Etudes Commerciales. All rights reserved.","2023","2026-07-20 03:46:06","2026-07-20 03:46:06","","10-22","","4","27.0","","Management international","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VLWJ9MX","journalArticle","2023","Arnardottir, A.A.; Sigurjonsson, T.O.; Gabaldon, P.","GENDER DIVERSITY ON CORPORATE BOARDS: DIRECTORS’ PERCEPTIONS OF BOARD FUNCTIONING AND GENDER QUOTAS","Journal of Governance and Regulation","","","10.22495/jgrv12i2art9","https://www.scopus.com/pages/publications/85159383474?origin=resultslist","This research explores how increased gender diversity on corporate boards in Iceland, driven by applying a ―hard‖ public policy, i.e., board gender quota legislation, has affected post-quota board directors‘ perceptions of board functioning. This study falls into the growing literature on board diversity (Boshanna, 2021; Li et al., 2020). Directors‘ opinions towards board decision-making and monitoring activities are researched, as well as their effect on corporate governance practices. A survey was answered by 244 board directors in Iceland. Results show that the initial attitude towards gender quotas was more negative among male directors than female directors but became more similar and positive over time. Strong support is found for increased female board participation leading to different viewpoints being discussed at the board table in addition to better decision-making. A similar picture emerges regarding the behavior of holding chief executive officers (CEOs) accountable and being more focused on corporate governance practices. These results were significantly the view of female directors and directors chairing the assessed board. Male directors are more negative than their female counterparts about the short-term effect of increased female participation is having on board dynamics. This research indicates that a gender quota has led to increased female board participation in addition to impacting decision-making corporate norms, according to directors, as policymakers intended. © 2023 The Authors.","2023","2026-07-20 03:46:06","2026-07-20 03:46:06","","92-103","","2","12.0","","Journal of Governance and Regulation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8DLQAJV","journalArticle","2022","Marquez-Cardenas, V.; Gonzalez-Ruiz, J.D.; Duque-Grisales, E.","Board gender diversity and firm performance: evidence from Latin America","Journal of Sustainable Finance and Investment","","","10.1080/20430795.2021.2017256","https://www.scopus.com/pages/publications/85122303979?origin=resultslist","This study aims at analysing the relationship between board gender diversity (BGD) and financial performance for firms with headquarters based in Latin America (LatAm). Using panel data from 243 listed firms during the period 2012–2018, we find that BGD in LatAm does not lead to any change in firm performance, mainly because the underrepresentation of women on boards in the region compared to their male counterparts. As a result, the ability to improve the firms’ reputation and the relationships with stakeholders as well as the capability to better monitor performance and bring new ideas by female board members are then unavailable to enhance the firms’ performance. The paper also analyses the moderating effect of board independence on the relationship between BGD and firm performance. These study’s findings may be used for providing a roadmap that researchers and investorss can use to improve their understanding of BGD. © 2022 Informa UK Limited, trading as Taylor & Francis Group.","2022","2026-07-20 03:46:06","2026-07-20 03:46:06","","785-808","","3","12.0","","Journal of Sustainable Finance and Investment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5PU92EF5","journalArticle","2023","Gavana, G.; Gottardo, P.; Moisello, A.M.","Board diversity and corporate social performance in family firms. The moderating effect of the institutional and business environment","Corporate Social Responsibility and Environmental Management","","","10.1002/csr.2478","https://www.scopus.com/pages/publications/85150660011?origin=resultslist","We analyze the effect of structural and demographic board diversity on family firms' corporate social performance (CSP), taking into account certain institutional and business environment aspects. The sample consists of French, German, Italian, Spanish and Portuguese nonfinancial listed firms over the period 2014–2021. We compare family and nonfamily firms before focusing on family businesses. Findings show that CSP benefits from having female directors in family firms whilst independent directors increase CSP in nonfamily businesses. Family directors exert a negative effect on CSP in family firms. The enforcement of law makes the positive influence of board independence significant for family firms and of nondual CEOs for nonfamily companies. Within family firms, the negative effect of family directors is strengthened by the enforcement of law but lowered by the efficiency of the judicial system. Hostile business environment always lowers CSP and reduces female directors' positive influence for family firms. © 2023 The Authors. Corporate Social Responsibility and Environmental Management published by ERP Environment and John Wiley & Sons Ltd.","2023","2026-07-20 03:46:06","2026-07-20 03:46:06","","2194-2218","","5","30.0","","Corporate Social Responsibility and Environmental Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CENJ2QKS","journalArticle","2022","Musah, A.; Okyere, B.; Boye, G.N.A.; Dodor, C.T.","Board Characteristics, Ownership Structures and Gender Diversity on Bank Risk-taking Behavior of Banks in Ghana","African Journal of Business and Economic Research","","","10.31920/1750-4562/2022/v17n1a8","https://www.scopus.com/pages/publications/85130872125?origin=resultslist","The study examined the effect of board characteristics, ownership structure and gender diversity on bank risk taking behaviour in Ghana. The study sampled 15 commercial banks in Ghana over a 10-year period, where data was analysed using descriptive statistics, correlation analysis and regression analysis. The analysis showed that board characteristics such as board size, the proportion of non-executive directors on the board, board chairperson independence as well as female representation on the board of banks in Ghana are significant determinants of bank risk taking behaviour. The result shows that while board size, the proportion of non-executive directors on the board and female representation are associated with higher risk-taking behaviour, board chairperson independence is associated with lower bank risk-taking behaviour. On the ownership variables the study found that foreign ownership and government ownership were significant determinants of bank risk taking behavior while managerial ownership was statistically insignificant. On the significant ownership structure variables, foreign ownership reduces bank risk-taking whiles government ownership increases bank risk-taking level. Female CEO was statistically insignificant even though it is positively associated with bank risk-taking level. The results show that corporate governance variables and ownership structures are significant determinants of bank risk-taking behaviour. © 2022 Adonis and Abbey Publishers Ltd. All rights reserved.","2022","2026-07-20 03:46:06","2026-07-20 03:46:06","","179-203","","1","17.0","","African Journal of Business and Economic Research","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H57YM28E","journalArticle","2024","Farida, D.N.; Faisal, F.; Purwanto, A.","The Relationship Between Gender Diversity on Boards, Creditor Pressure, and Biodiversity Disclosure","Global Business and Finance Review","","","10.17549/gbfr.2024.29.8.154","https://www.scopus.com/pages/publications/85206388765?origin=resultslist","Purpose: This study investigates the impact of creditor pressure on the relationship between gender diversity on boards and biodiversity disclosure. Design/methodology/approach: The research adopts a quantitative approach and uses secondary data from 74 pub-lic companies listed on the Indonesia Stock Exchange between 2019 and 2022. Findings: By applying institutional, upper-echelon, and resource-dependence theories, we delve into the impact of gender diversity on corporate boards regarding biodiversity disclosure. The analysis reveals that women hold a low proportion of positions on the board of directors (9.62%), board of commissioners (10.80%), and audit committee (21.06%). Research limitations/implications: This result indicates that the company's corporate governance implementation still needs to fully comply with regulatory standards. According to the regression analysis, the interaction between gender diversity on the board of commissioners and creditor pressure negatively affected biodiversity disclosure. Despite efforts to increase diversity and inclusion on the board, women's lack of representation did not translate into a noticeable improvement in the biodiversity disclosure level. The result suggests a pressing need to reevaluate the current strategies and policies to address gender diversity and biodiversity disclosure. Originality/value: There is a clear need for additional research on moderating creditor pressure in the relationship between gender diversity on boards. The existing literature in this area is notably limited, so further investigation is vital to gain a comprehensive understanding of this complex relationship. © 2024 People and Global Business Association.","2024","2026-07-20 03:46:06","2026-07-20 03:46:06","","154-166","","8","29.0","","Global Business and Finance Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HGB9C7KE","journalArticle","2020","Markoczy, L.; Sun, S.L.; Zhu, J.","Few Women on Boards: What’s Identity Got to Do With It?","Journal of Business Ethics","","","10.1007/s10551-019-04104-z","https://www.scopus.com/pages/publications/85060335555?origin=resultslist","Drawing on the similarity-attraction perspective and social identity theory, we argue that male versus female interlocking directors are likely to have different experiences when they work alongside female board directors of other firms. The theorized source of such experiences for male interlocking directors is in-group favoritism and/or a social identity threat-related discomfort. Interlocking female directors are theorized to be ambivalent between desiring social support versus experiencing identity threat-based career concerns. These experiences are predicted to motivate male versus female interlocking directors in different ways to reduce or, conversely, to potentially facilitate female representation on focal boards. We additionally predict that economic crisis reduces the biases of male directors against appointing female directors to boards. We test our hypotheses based on a novel data set that includes 25,460 directors in Chinese A-share public companies with a sample of 27,058 firm-quarter observations for 1635 firms between 2006 and 2010 and find most of our hypotheses supported. © 2019, Springer Nature B.V.","2020","2026-07-20 03:46:06","2026-07-20 03:46:06","","311-327","","2","165.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBS7784B","journalArticle","2021","Buertey, S.","Board gender diversity and corporate social responsibility assurance: The moderating effect of ownership concentration","Corporate Social Responsibility and Environmental Management","","","10.1002/csr.2121","https://www.scopus.com/pages/publications/85101443825?origin=resultslist","This paper investigates (a) the relationship between board gender diversity (FDoB) and the assurance of corporate social responsibility (CSR) reports, (b) and examines the moderation effect of ownership concentration on the FDoB and CSR assurance relationship. Logistic regression analysis is used to estimate the coefficients of the variables. The result shows a positive relationship between FDoB and the assurance of CSR reports, and that, consistent with critical mass theory, the relationship is greater for firms with two or more women on boards. Further analysis, however, shows that ownership concentration has an adverse effect on the FDoB and CSR assurance nexus. Practically, the study provides stakeholders the impetus to pursue reforms that advance board gender diversity among firms to promote corporate governance and accountability. Theoretically, it contributes to the literature on board gender diversity. It has also advanced the relevance of critical mass theory in the context of gender diversity in the boardroom. © 2021 ERP Environment and John Wiley & Sons Ltd.","2021","2026-07-20 03:46:06","2026-07-20 03:46:06","","1579-1590","","6","28.0","","Corporate Social Responsibility and Environmental Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95D2LUUC","journalArticle","2020","Bufarwa, I.M.; Elamer, A.A.; Ntim, C.G.; AlHares, A.","Gender diversity, corporate governance and financial risk disclosure in the UK","International Journal of Law and Management","","","10.1108/IJLMA-10-2018-0245","https://www.scopus.com/pages/publications/85090784478?origin=resultslist","Purpose: This study aims to investigate the impact of corporate governance (CG) mechanisms on financial risk reporting in the UK. Design/methodology/approach: The study uses a panel data of 50 non-financial firms belonging to 10 industrial sectors listed on the London Stock Exchange in the period 2011-2015. Multivariate regression techniques are used to examine the relationships. Findings: The findings of this study reveal that CG has a significant influence on financial risk disclosure. Specifically, it is found that block ownership and board gender diversity have a positive effect on the level of corporate financial risk disclosure (FRD). While there is no significant relationship between board size and corporate FRD. Research limitations/implications: This study has significant implications for policy-makers, investors and regulators. Evidence of growing FRD implies that efforts by several stakeholders have had some positive impact on the level of FRD in the firms examined. Examples of such changes include, namely, increasing board size and gender diversity acting as effective firm level advisors and monitors of FRD. As a consequence, regulators and policymakers should continually pursue reforms to encourage firms to follow CG principles that are promoted as good practice. Originality/value: This study adds to the emerging body of literature on CG–risk disclosure relationships in the UK context using content analysis. The study also highlights that gender diversity enhances FRD. © 2020, Emerald Publishing Limited.","2020","2026-07-20 03:46:06","2026-07-20 03:46:06","","521-538","","6","62.0","","International Journal of Law and Management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJLHDRUF","journalArticle","2022","Ben Saad, S.; Belkacem, L.","Does board gender diversity affect capital structure decisions?","Corporate Governance (Bingley)","","","10.1108/CG-12-2020-0575","https://www.scopus.com/pages/publications/85119670571?origin=resultslist","Purpose: The purpose of this paper is to investigate the indirect relationship between board gender diversity and capital structure decisions and to examine whether the capital structure is affected by the type of approach used to promote women’s participation in the boardroom. Design/methodology/approach: Based on a sample of French non-financial listed companies over the period 2006–2019, this paper uses structural equations modeling, difference-in-differences using propensity score matching and chow test to highlight these effects. Findings: This paper finds that the relationship between the board gender diversity and the capital structure is mediated through the information transparency channel and firm risk taking channel. Furthermore, the results show that the effect of board gender diversity on capital structure decisions varies through the approach adopted (voluntary, enabling or coercive). Originality/value: This paper contributes to the literature in several ways. First, the study is to the knowledge the first to examine whether and how board gender diversity affects capital structure decisions through two mediations channels, namely, the information transparency and the firm risk taking. Second, the study is one of the first to examine whether the capital structure is affected by the type of approach used to promote women’s participation in the boardroom: coercive, enabling or voluntary approach. © 2021, Emerald Publishing Limited.","2022","2026-07-20 03:46:06","2026-07-20 03:46:06","","922-946","","5","22.0","","Corporate Governance (Bingley)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8MRHH564","journalArticle","2023","Naveed, K.; Khalid, F.; Voinea, C.L.; Roijakkers, N.; Fratostiteanu, C.","Board gender diversity and corporate environmental commitment: A subnational perspective","Business Strategy and the Environment","","","10.1002/bse.3403","https://www.scopus.com/pages/publications/85150521065?origin=resultslist","Within the expanding literature on the interplay of corporate governance and corporate environmental behavior, this study introspects the contrastingly reported relationship between board gender diversity (BGD) and corporate environmental commitment (CEC). It empirically explores the moderating effect of coercive (regulation stringency), normative (ethical standards), and mimetic pressures (following of peers), derived from the provincial level isomorphic exhibition of neo-institutional theory, in the A-share Chinese listed firms. Apart from confirming the aggregate level positive association between the variables, the findings also highlight the moderating effect of subnational institutional pressures on the relationship. While ruling out the endogeneity and establishing the robustness, the findings imply that the interplay of subnational institutional isomorphism and corporate governance in the case of BGD-CEC relationship are likely both pertinent and prevalent. Moreover, the increase in BGD enhances the CEC of a firm, subject to the fulfillment of a province's specific boundary conditions, predefined by the unique set of subnational institutional pressures. © 2023 ERP Environment and John Wiley & Sons Ltd.","2023","2026-07-20 03:46:06","2026-07-20 03:46:06","","4970-4990","","7","32.0","","Business Strategy and the Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
